codigo_boya,nombre_boya,tipo_boya,fecha,Hs_media_diaria_m,Hs_maxima_diaria_m,observaciones_diarias
1117,Gijón costera,Costera,2014-07-12,,,0
1117,Gijón costera,Costera,2014-07-13,,,0
1117,Gijón costera,Costera,2014-07-14,,,0
1117,Gijón costera,Costera,2014-07-15,,,0
1117,Gijón costera,Costera,2014-07-16,,,0
1117,Gijón costera,Costera,2014-07-17,,,0
1117,Gijón costera,Costera,2014-07-18,,,0
1117,Gijón costera,Costera,2014-07-19,,,0
1117,Gijón costera,Costera,2014-07-20,,,0
1117,Gijón costera,Costera,2014-07-21,,,0
1117,Gijón costera,Costera,2014-07-22,,,0
1117,Gijón costera,Costera,2014-07-23,,,0
1117,Gijón costera,Costera,2014-07-24,,,0
1117,Gijón costera,Costera,2014-07-25,,,0
1117,Gijón costera,Costera,2014-07-26,,,0
1117,Gijón costera,Costera,2014-07-27,,,0
1117,Gijón costera,Costera,2014-07-28,,,0
1117,Gijón costera,Costera,2014-07-29,,,0
1117,Gijón costera,Costera,2014-07-30,,,0
1117,Gijón costera,Costera,2014-07-31,,,0
1117,Gijón costera,Costera,2014-08-01,,,0
1117,Gijón costera,Costera,2014-08-02,,,0
1117,Gijón costera,Costera,2014-08-03,,,0
1117,Gijón costera,Costera,2014-08-04,,,0
1117,Gijón costera,Costera,2014-08-05,,,0
1117,Gijón costera,Costera,2014-08-06,,,0
1117,Gijón costera,Costera,2014-08-07,,,0
1117,Gijón costera,Costera,2014-08-08,,,0
1117,Gijón costera,Costera,2014-08-09,,,0
1117,Gijón costera,Costera,2014-08-10,,,0
1117,Gijón costera,Costera,2014-08-11,,,0
1117,Gijón costera,Costera,2014-08-12,,,0
1117,Gijón costera,Costera,2014-08-13,,,0
1117,Gijón costera,Costera,2014-08-14,,,0
1117,Gijón costera,Costera,2014-08-15,,,0
1117,Gijón costera,Costera,2014-08-16,,,0
1117,Gijón costera,Costera,2014-08-17,,,0
1117,Gijón costera,Costera,2014-08-18,,,0
1117,Gijón costera,Costera,2014-08-19,,,0
1117,Gijón costera,Costera,2014-08-20,,,0
1117,Gijón costera,Costera,2014-08-21,,,0
1117,Gijón costera,Costera,2014-08-22,,,0
1117,Gijón costera,Costera,2014-08-23,,,0
1117,Gijón costera,Costera,2014-08-24,,,0
1117,Gijón costera,Costera,2014-08-25,,,0
1117,Gijón costera,Costera,2014-08-26,,,0
1117,Gijón costera,Costera,2014-08-27,,,0
1117,Gijón costera,Costera,2014-08-28,,,0
1117,Gijón costera,Costera,2014-08-29,,,0
1117,Gijón costera,Costera,2014-08-30,,,0
1117,Gijón costera,Costera,2014-08-31,,,0
1117,Gijón costera,Costera,2014-09-01,,,0
1117,Gijón costera,Costera,2014-09-02,,,0
1117,Gijón costera,Costera,2014-09-03,,,0
1117,Gijón costera,Costera,2014-09-04,,,0
1117,Gijón costera,Costera,2014-09-05,,,0
1117,Gijón costera,Costera,2014-09-06,,,0
1117,Gijón costera,Costera,2014-09-07,,,0
1117,Gijón costera,Costera,2014-09-08,,,0
1117,Gijón costera,Costera,2014-09-09,,,0
1117,Gijón costera,Costera,2014-09-10,,,0
1117,Gijón costera,Costera,2014-09-11,,,0
1117,Gijón costera,Costera,2014-09-12,,,0
1117,Gijón costera,Costera,2014-09-13,,,0
1117,Gijón costera,Costera,2014-09-14,,,0
1117,Gijón costera,Costera,2014-09-15,,,0
1117,Gijón costera,Costera,2014-09-16,,,0
1117,Gijón costera,Costera,2014-09-17,,,0
1117,Gijón costera,Costera,2014-09-18,,,0
1117,Gijón costera,Costera,2014-09-19,,,0
1117,Gijón costera,Costera,2014-09-20,,,0
1117,Gijón costera,Costera,2014-09-21,,,0
1117,Gijón costera,Costera,2014-09-22,,,0
1117,Gijón costera,Costera,2014-09-23,,,0
1117,Gijón costera,Costera,2014-09-24,,,0
1117,Gijón costera,Costera,2014-09-25,,,0
1117,Gijón costera,Costera,2014-09-26,,,0
1117,Gijón costera,Costera,2014-09-27,,,0
1117,Gijón costera,Costera,2014-09-28,,,0
1117,Gijón costera,Costera,2014-09-29,,,0
1117,Gijón costera,Costera,2014-09-30,,,0
1117,Gijón costera,Costera,2014-10-01,,,0
1117,Gijón costera,Costera,2014-10-02,,,0
1117,Gijón costera,Costera,2014-10-03,,,0
1117,Gijón costera,Costera,2014-10-04,,,0
1117,Gijón costera,Costera,2014-10-05,,,0
1117,Gijón costera,Costera,2014-10-06,,,0
1117,Gijón costera,Costera,2014-10-07,,,0
1117,Gijón costera,Costera,2014-10-08,,,0
1117,Gijón costera,Costera,2014-10-09,,,0
1117,Gijón costera,Costera,2014-10-10,,,0
1117,Gijón costera,Costera,2014-10-11,,,0
1117,Gijón costera,Costera,2014-10-12,,,0
1117,Gijón costera,Costera,2014-10-13,,,0
1117,Gijón costera,Costera,2014-10-14,,,0
1117,Gijón costera,Costera,2014-10-15,,,0
1117,Gijón costera,Costera,2014-10-16,,,0
1117,Gijón costera,Costera,2014-10-17,,,0
1117,Gijón costera,Costera,2014-10-18,,,0
1117,Gijón costera,Costera,2014-10-19,,,0
1117,Gijón costera,Costera,2014-10-20,,,0
1117,Gijón costera,Costera,2014-10-21,,,0
1117,Gijón costera,Costera,2014-10-22,,,0
1117,Gijón costera,Costera,2014-10-23,,,0
1117,Gijón costera,Costera,2014-10-24,,,0
1117,Gijón costera,Costera,2014-10-25,,,0
1117,Gijón costera,Costera,2014-10-26,,,0
1117,Gijón costera,Costera,2014-10-27,,,0
1117,Gijón costera,Costera,2014-10-28,,,0
1117,Gijón costera,Costera,2014-10-29,,,0
1117,Gijón costera,Costera,2014-10-30,,,0
1117,Gijón costera,Costera,2014-10-31,,,0
1117,Gijón costera,Costera,2014-11-01,,,0
1117,Gijón costera,Costera,2014-11-02,,,0
1117,Gijón costera,Costera,2014-11-03,,,0
1117,Gijón costera,Costera,2014-11-04,,,0
1117,Gijón costera,Costera,2014-11-05,,,0
1117,Gijón costera,Costera,2014-11-06,,,0
1117,Gijón costera,Costera,2014-11-07,,,0
1117,Gijón costera,Costera,2014-11-08,,,0
1117,Gijón costera,Costera,2014-11-09,,,0
1117,Gijón costera,Costera,2014-11-10,,,0
1117,Gijón costera,Costera,2014-11-11,,,0
1117,Gijón costera,Costera,2014-11-12,,,0
1117,Gijón costera,Costera,2014-11-13,,,0
1117,Gijón costera,Costera,2014-11-14,,,0
1117,Gijón costera,Costera,2014-11-15,,,0
1117,Gijón costera,Costera,2014-11-16,,,0
1117,Gijón costera,Costera,2014-11-17,,,0
1117,Gijón costera,Costera,2014-11-18,,,0
1117,Gijón costera,Costera,2014-11-19,,,0
1117,Gijón costera,Costera,2014-11-20,,,0
1117,Gijón costera,Costera,2014-11-21,,,0
1117,Gijón costera,Costera,2014-11-22,,,0
1117,Gijón costera,Costera,2014-11-23,,,0
1117,Gijón costera,Costera,2014-11-24,,,0
1117,Gijón costera,Costera,2014-11-25,,,0
1117,Gijón costera,Costera,2014-11-26,,,0
1117,Gijón costera,Costera,2014-11-27,,,0
1117,Gijón costera,Costera,2014-11-28,,,0
1117,Gijón costera,Costera,2014-11-29,,,0
1117,Gijón costera,Costera,2014-11-30,,,0
1117,Gijón costera,Costera,2014-12-01,,,0
1117,Gijón costera,Costera,2014-12-02,,,0
1117,Gijón costera,Costera,2014-12-03,,,0
1117,Gijón costera,Costera,2014-12-04,,,0
1117,Gijón costera,Costera,2014-12-05,,,0
1117,Gijón costera,Costera,2014-12-06,,,0
1117,Gijón costera,Costera,2014-12-07,,,0
1117,Gijón costera,Costera,2014-12-08,,,0
1117,Gijón costera,Costera,2014-12-09,,,0
1117,Gijón costera,Costera,2014-12-10,,,0
1117,Gijón costera,Costera,2014-12-11,,,0
1117,Gijón costera,Costera,2014-12-12,,,0
1117,Gijón costera,Costera,2014-12-13,,,0
1117,Gijón costera,Costera,2014-12-14,,,0
1117,Gijón costera,Costera,2014-12-15,,,0
1117,Gijón costera,Costera,2014-12-16,,,0
1117,Gijón costera,Costera,2014-12-17,,,0
1117,Gijón costera,Costera,2014-12-18,,,0
1117,Gijón costera,Costera,2014-12-19,,,0
1117,Gijón costera,Costera,2014-12-20,,,0
1117,Gijón costera,Costera,2014-12-21,,,0
1117,Gijón costera,Costera,2014-12-22,,,0
1117,Gijón costera,Costera,2014-12-23,,,0
1117,Gijón costera,Costera,2014-12-24,,,0
1117,Gijón costera,Costera,2014-12-25,,,0
1117,Gijón costera,Costera,2014-12-26,,,0
1117,Gijón costera,Costera,2014-12-27,,,0
1117,Gijón costera,Costera,2014-12-28,,,0
1117,Gijón costera,Costera,2014-12-29,,,0
1117,Gijón costera,Costera,2014-12-30,,,0
1117,Gijón costera,Costera,2014-12-31,,,0
1117,Gijón costera,Costera,2015-01-01,,,0
1117,Gijón costera,Costera,2015-01-02,,,0
1117,Gijón costera,Costera,2015-01-03,,,0
1117,Gijón costera,Costera,2015-01-04,,,0
1117,Gijón costera,Costera,2015-01-05,,,0
1117,Gijón costera,Costera,2015-01-06,,,0
1117,Gijón costera,Costera,2015-01-07,,,0
1117,Gijón costera,Costera,2015-01-08,,,0
1117,Gijón costera,Costera,2015-01-09,,,0
1117,Gijón costera,Costera,2015-01-10,,,0
1117,Gijón costera,Costera,2015-01-11,,,0
1117,Gijón costera,Costera,2015-01-12,,,0
1117,Gijón costera,Costera,2015-01-13,,,0
1117,Gijón costera,Costera,2015-01-14,,,0
1117,Gijón costera,Costera,2015-01-15,,,0
1117,Gijón costera,Costera,2015-01-16,,,0
1117,Gijón costera,Costera,2015-01-17,,,0
1117,Gijón costera,Costera,2015-01-18,,,0
1117,Gijón costera,Costera,2015-01-19,,,0
1117,Gijón costera,Costera,2015-01-20,,,0
1117,Gijón costera,Costera,2015-01-21,,,0
1117,Gijón costera,Costera,2015-01-22,,,0
1117,Gijón costera,Costera,2015-01-23,,,0
1117,Gijón costera,Costera,2015-01-24,,,0
1117,Gijón costera,Costera,2015-01-25,,,0
1117,Gijón costera,Costera,2015-01-26,,,0
1117,Gijón costera,Costera,2015-01-27,,,0
1117,Gijón costera,Costera,2015-01-28,,,0
1117,Gijón costera,Costera,2015-01-29,,,0
1117,Gijón costera,Costera,2015-01-30,,,0
1117,Gijón costera,Costera,2015-01-31,,,0
1117,Gijón costera,Costera,2015-02-01,,,0
1117,Gijón costera,Costera,2015-02-02,,,0
1117,Gijón costera,Costera,2015-02-03,,,0
1117,Gijón costera,Costera,2015-02-04,,,0
1117,Gijón costera,Costera,2015-02-05,,,0
1117,Gijón costera,Costera,2015-02-06,,,0
1117,Gijón costera,Costera,2015-02-07,,,0
1117,Gijón costera,Costera,2015-02-08,,,0
1117,Gijón costera,Costera,2015-02-09,,,0
1117,Gijón costera,Costera,2015-02-10,,,0
1117,Gijón costera,Costera,2015-02-11,,,0
1117,Gijón costera,Costera,2015-02-12,,,0
1117,Gijón costera,Costera,2015-02-13,,,0
1117,Gijón costera,Costera,2015-02-14,,,0
1117,Gijón costera,Costera,2015-02-15,,,0
1117,Gijón costera,Costera,2015-02-16,,,0
1117,Gijón costera,Costera,2015-02-17,,,0
1117,Gijón costera,Costera,2015-02-18,,,0
1117,Gijón costera,Costera,2015-02-19,,,0
1117,Gijón costera,Costera,2015-02-20,,,0
1117,Gijón costera,Costera,2015-02-21,,,0
1117,Gijón costera,Costera,2015-02-22,,,0
1117,Gijón costera,Costera,2015-02-23,,,0
1117,Gijón costera,Costera,2015-02-24,,,0
1117,Gijón costera,Costera,2015-02-25,,,0
1117,Gijón costera,Costera,2015-02-26,,,0
1117,Gijón costera,Costera,2015-02-27,,,0
1117,Gijón costera,Costera,2015-02-28,,,0
1117,Gijón costera,Costera,2015-03-01,,,0
1117,Gijón costera,Costera,2015-03-02,,,0
1117,Gijón costera,Costera,2015-03-03,,,0
1117,Gijón costera,Costera,2015-03-04,,,0
1117,Gijón costera,Costera,2015-03-05,,,0
1117,Gijón costera,Costera,2015-03-06,,,0
1117,Gijón costera,Costera,2015-03-07,,,0
1117,Gijón costera,Costera,2015-03-08,,,0
1117,Gijón costera,Costera,2015-03-09,,,0
1117,Gijón costera,Costera,2015-03-10,,,0
1117,Gijón costera,Costera,2015-03-11,,,0
1117,Gijón costera,Costera,2015-03-12,,,0
1117,Gijón costera,Costera,2015-03-13,,,0
1117,Gijón costera,Costera,2015-03-14,,,0
1117,Gijón costera,Costera,2015-03-15,,,0
1117,Gijón costera,Costera,2015-03-16,,,0
1117,Gijón costera,Costera,2015-03-17,,,0
1117,Gijón costera,Costera,2015-03-18,,,0
1117,Gijón costera,Costera,2015-03-19,,,0
1117,Gijón costera,Costera,2015-03-20,,,0
1117,Gijón costera,Costera,2015-03-21,,,0
1117,Gijón costera,Costera,2015-03-22,,,0
1117,Gijón costera,Costera,2015-03-23,,,0
1117,Gijón costera,Costera,2015-03-24,,,0
1117,Gijón costera,Costera,2015-03-25,,,0
1117,Gijón costera,Costera,2015-03-26,,,0
1117,Gijón costera,Costera,2015-03-27,,,0
1117,Gijón costera,Costera,2015-03-28,,,0
1117,Gijón costera,Costera,2015-03-29,,,0
1117,Gijón costera,Costera,2015-03-30,,,0
1117,Gijón costera,Costera,2015-03-31,,,0
1117,Gijón costera,Costera,2015-04-01,,,0
1117,Gijón costera,Costera,2015-04-02,,,0
1117,Gijón costera,Costera,2015-04-03,,,0
1117,Gijón costera,Costera,2015-04-04,,,0
1117,Gijón costera,Costera,2015-04-05,,,0
1117,Gijón costera,Costera,2015-04-06,,,0
1117,Gijón costera,Costera,2015-04-07,,,0
1117,Gijón costera,Costera,2015-04-08,,,0
1117,Gijón costera,Costera,2015-04-09,,,0
1117,Gijón costera,Costera,2015-04-10,,,0
1117,Gijón costera,Costera,2015-04-11,,,0
1117,Gijón costera,Costera,2015-04-12,,,0
1117,Gijón costera,Costera,2015-04-13,,,0
1117,Gijón costera,Costera,2015-04-14,,,0
1117,Gijón costera,Costera,2015-04-15,,,0
1117,Gijón costera,Costera,2015-04-16,,,0
1117,Gijón costera,Costera,2015-04-17,,,0
1117,Gijón costera,Costera,2015-04-18,,,0
1117,Gijón costera,Costera,2015-04-19,,,0
1117,Gijón costera,Costera,2015-04-20,,,0
1117,Gijón costera,Costera,2015-04-21,,,0
1117,Gijón costera,Costera,2015-04-22,,,0
1117,Gijón costera,Costera,2015-04-23,,,0
1117,Gijón costera,Costera,2015-04-24,,,0
1117,Gijón costera,Costera,2015-04-25,,,0
1117,Gijón costera,Costera,2015-04-26,,,0
1117,Gijón costera,Costera,2015-04-27,,,0
1117,Gijón costera,Costera,2015-04-28,,,0
1117,Gijón costera,Costera,2015-04-29,,,0
1117,Gijón costera,Costera,2015-04-30,,,0
1117,Gijón costera,Costera,2015-05-01,,,0
1117,Gijón costera,Costera,2015-05-02,,,0
1117,Gijón costera,Costera,2015-05-03,,,0
1117,Gijón costera,Costera,2015-05-04,,,0
1117,Gijón costera,Costera,2015-05-05,,,0
1117,Gijón costera,Costera,2015-05-06,,,0
1117,Gijón costera,Costera,2015-05-07,,,0
1117,Gijón costera,Costera,2015-05-08,,,0
1117,Gijón costera,Costera,2015-05-09,,,0
1117,Gijón costera,Costera,2015-05-10,,,0
1117,Gijón costera,Costera,2015-05-11,,,0
1117,Gijón costera,Costera,2015-05-12,,,0
1117,Gijón costera,Costera,2015-05-13,,,0
1117,Gijón costera,Costera,2015-05-14,,,0
1117,Gijón costera,Costera,2015-05-15,,,0
1117,Gijón costera,Costera,2015-05-16,,,0
1117,Gijón costera,Costera,2015-05-17,,,0
1117,Gijón costera,Costera,2015-05-18,,,0
1117,Gijón costera,Costera,2015-05-19,,,0
1117,Gijón costera,Costera,2015-05-20,,,0
1117,Gijón costera,Costera,2015-05-21,,,0
1117,Gijón costera,Costera,2015-05-22,,,0
1117,Gijón costera,Costera,2015-05-23,,,0
1117,Gijón costera,Costera,2015-05-24,,,0
1117,Gijón costera,Costera,2015-05-25,,,0
1117,Gijón costera,Costera,2015-05-26,,,0
1117,Gijón costera,Costera,2015-05-27,,,0
1117,Gijón costera,Costera,2015-05-28,,,0
1117,Gijón costera,Costera,2015-05-29,,,0
1117,Gijón costera,Costera,2015-05-30,,,0
1117,Gijón costera,Costera,2015-05-31,,,0
1117,Gijón costera,Costera,2015-06-01,,,0
1117,Gijón costera,Costera,2015-06-02,,,0
1117,Gijón costera,Costera,2015-06-03,,,0
1117,Gijón costera,Costera,2015-06-04,,,0
1117,Gijón costera,Costera,2015-06-05,,,0
1117,Gijón costera,Costera,2015-06-06,,,0
1117,Gijón costera,Costera,2015-06-07,,,0
1117,Gijón costera,Costera,2015-06-08,,,0
1117,Gijón costera,Costera,2015-06-09,,,0
1117,Gijón costera,Costera,2015-06-10,,,0
1117,Gijón costera,Costera,2015-06-11,,,0
1117,Gijón costera,Costera,2015-06-12,,,0
1117,Gijón costera,Costera,2015-06-13,,,0
1117,Gijón costera,Costera,2015-06-14,,,0
1117,Gijón costera,Costera,2015-06-15,,,0
1117,Gijón costera,Costera,2015-06-16,,,0
1117,Gijón costera,Costera,2015-06-17,,,0
1117,Gijón costera,Costera,2015-06-18,,,0
1117,Gijón costera,Costera,2015-06-19,,,0
1117,Gijón costera,Costera,2015-06-20,,,0
1117,Gijón costera,Costera,2015-06-21,,,0
1117,Gijón costera,Costera,2015-06-22,,,0
1117,Gijón costera,Costera,2015-06-23,,,0
1117,Gijón costera,Costera,2015-06-24,0.66,0.71,15
1117,Gijón costera,Costera,2015-06-25,0.92,1.26,24
1117,Gijón costera,Costera,2015-06-26,0.84,1.25,24
1117,Gijón costera,Costera,2015-06-27,0.96,1.29,24
1117,Gijón costera,Costera,2015-06-28,0.95,1.16,24
1117,Gijón costera,Costera,2015-06-29,1.21,1.41,24
1117,Gijón costera,Costera,2015-06-30,1.13,1.42,24
1117,Gijón costera,Costera,2015-07-01,1.42,1.98,24
1117,Gijón costera,Costera,2015-07-02,0.98,1.27,24
1117,Gijón costera,Costera,2015-07-03,0.81,1.0,24
1117,Gijón costera,Costera,2015-07-04,0.83,1.16,24
1117,Gijón costera,Costera,2015-07-05,0.89,1.12,23
1117,Gijón costera,Costera,2015-07-06,0.94,1.13,24
1117,Gijón costera,Costera,2015-07-07,1.11,1.29,24
1117,Gijón costera,Costera,2015-07-08,1.18,1.43,24
1117,Gijón costera,Costera,2015-07-09,1.54,1.9,24
1117,Gijón costera,Costera,2015-07-10,1.6,2.53,24
1117,Gijón costera,Costera,2015-07-11,0.91,1.29,24
1117,Gijón costera,Costera,2015-07-12,1.14,1.49,24
1117,Gijón costera,Costera,2015-07-13,1.19,1.38,24
1117,Gijón costera,Costera,2015-07-14,0.92,1.05,24
1117,Gijón costera,Costera,2015-07-15,0.94,1.05,24
1117,Gijón costera,Costera,2015-07-16,0.77,0.9,24
1117,Gijón costera,Costera,2015-07-17,0.63,0.81,24
1117,Gijón costera,Costera,2015-07-18,0.88,1.11,24
1117,Gijón costera,Costera,2015-07-19,0.87,1.3,24
1117,Gijón costera,Costera,2015-07-20,0.56,0.83,24
1117,Gijón costera,Costera,2015-07-21,0.61,0.93,24
1117,Gijón costera,Costera,2015-07-22,1.23,1.68,24
1117,Gijón costera,Costera,2015-07-23,0.82,1.02,24
1117,Gijón costera,Costera,2015-07-24,1.21,2.25,24
1117,Gijón costera,Costera,2015-07-25,2.01,2.69,24
1117,Gijón costera,Costera,2015-07-26,1.31,2.18,24
1117,Gijón costera,Costera,2015-07-27,1.69,2.08,24
1117,Gijón costera,Costera,2015-07-28,1.68,2.33,24
1117,Gijón costera,Costera,2015-07-29,1.5,1.87,24
1117,Gijón costera,Costera,2015-07-30,1.36,1.65,24
1117,Gijón costera,Costera,2015-07-31,1.45,1.92,24
1117,Gijón costera,Costera,2015-08-01,1.07,1.34,24
1117,Gijón costera,Costera,2015-08-02,1.17,1.51,23
1117,Gijón costera,Costera,2015-08-03,0.84,0.98,24
1117,Gijón costera,Costera,2015-08-04,2.03,3.24,24
1117,Gijón costera,Costera,2015-08-05,2.01,2.62,24
1117,Gijón costera,Costera,2015-08-06,1.38,1.59,24
1117,Gijón costera,Costera,2015-08-07,1.3,1.61,24
1117,Gijón costera,Costera,2015-08-08,1.66,2.08,24
1117,Gijón costera,Costera,2015-08-09,1.02,1.39,24
1117,Gijón costera,Costera,2015-08-10,1.19,1.47,24
1117,Gijón costera,Costera,2015-08-11,1.32,1.51,24
1117,Gijón costera,Costera,2015-08-12,1.21,1.39,24
1117,Gijón costera,Costera,2015-08-13,1.53,2.38,24
1117,Gijón costera,Costera,2015-08-14,2.07,2.69,24
1117,Gijón costera,Costera,2015-08-15,2.19,2.75,24
1117,Gijón costera,Costera,2015-08-16,1.73,2.31,24
1117,Gijón costera,Costera,2015-08-17,1.1,1.4,24
1117,Gijón costera,Costera,2015-08-18,0.79,1.14,24
1117,Gijón costera,Costera,2015-08-19,0.64,0.73,24
1117,Gijón costera,Costera,2015-08-20,0.82,1.22,24
1117,Gijón costera,Costera,2015-08-21,0.94,1.13,24
1117,Gijón costera,Costera,2015-08-22,1.28,2.12,24
1117,Gijón costera,Costera,2015-08-23,1.78,2.39,24
1117,Gijón costera,Costera,2015-08-24,2.27,2.92,24
1117,Gijón costera,Costera,2015-08-25,1.41,1.81,24
1117,Gijón costera,Costera,2015-08-26,1.14,1.51,24
1117,Gijón costera,Costera,2015-08-27,1.42,1.69,24
1117,Gijón costera,Costera,2015-08-28,1.09,1.37,24
1117,Gijón costera,Costera,2015-08-29,1.14,1.53,24
1117,Gijón costera,Costera,2015-08-30,0.93,1.14,24
1117,Gijón costera,Costera,2015-08-31,1.1,1.96,24
1117,Gijón costera,Costera,2015-09-01,1.4,2.04,24
1117,Gijón costera,Costera,2015-09-02,0.95,1.17,24
1117,Gijón costera,Costera,2015-09-03,1.17,1.42,24
1117,Gijón costera,Costera,2015-09-04,0.72,0.96,24
1117,Gijón costera,Costera,2015-09-05,0.77,0.93,24
1117,Gijón costera,Costera,2015-09-06,0.96,1.21,24
1117,Gijón costera,Costera,2015-09-07,1.22,1.64,24
1117,Gijón costera,Costera,2015-09-08,1.1,1.26,24
1117,Gijón costera,Costera,2015-09-09,0.81,1.63,24
1117,Gijón costera,Costera,2015-09-10,1.73,2.08,24
1117,Gijón costera,Costera,2015-09-11,1.1,1.49,24
1117,Gijón costera,Costera,2015-09-12,1.64,1.92,24
1117,Gijón costera,Costera,2015-09-13,1.52,2.29,24
1117,Gijón costera,Costera,2015-09-14,2.31,2.69,24
1117,Gijón costera,Costera,2015-09-15,1.71,2.34,24
1117,Gijón costera,Costera,2015-09-16,1.69,2.24,24
1117,Gijón costera,Costera,2015-09-17,2.08,2.61,24
1117,Gijón costera,Costera,2015-09-18,2.09,2.59,24
1117,Gijón costera,Costera,2015-09-19,1.36,1.88,24
1117,Gijón costera,Costera,2015-09-20,0.98,1.11,24
1117,Gijón costera,Costera,2015-09-21,0.84,1.26,24
1117,Gijón costera,Costera,2015-09-22,1.97,2.49,24
1117,Gijón costera,Costera,2015-09-23,2.33,2.74,24
1117,Gijón costera,Costera,2015-09-24,1.68,2.29,24
1117,Gijón costera,Costera,2015-09-25,1.99,2.59,24
1117,Gijón costera,Costera,2015-09-26,1.73,2.11,24
1117,Gijón costera,Costera,2015-09-27,1.19,1.39,24
1117,Gijón costera,Costera,2015-09-28,1.25,1.78,24
1117,Gijón costera,Costera,2015-09-29,1.55,1.87,24
1117,Gijón costera,Costera,2015-09-30,1.31,1.61,24
1117,Gijón costera,Costera,2015-10-01,1.08,1.34,24
1117,Gijón costera,Costera,2015-10-02,0.87,1.02,24
1117,Gijón costera,Costera,2015-10-03,0.66,0.88,24
1117,Gijón costera,Costera,2015-10-04,0.67,1.06,24
1117,Gijón costera,Costera,2015-10-05,0.62,0.82,24
1117,Gijón costera,Costera,2015-10-06,1.71,2.53,24
1117,Gijón costera,Costera,2015-10-07,2.39,2.94,24
1117,Gijón costera,Costera,2015-10-08,2.18,2.63,24
1117,Gijón costera,Costera,2015-10-09,1.83,2.31,24
1117,Gijón costera,Costera,2015-10-10,1.34,1.47,24
1117,Gijón costera,Costera,2015-10-11,1.1,1.49,24
1117,Gijón costera,Costera,2015-10-12,1.8,2.36,24
1117,Gijón costera,Costera,2015-10-13,1.46,1.72,24
1117,Gijón costera,Costera,2015-10-14,1.64,2.08,23
1117,Gijón costera,Costera,2015-10-15,1.37,1.75,24
1117,Gijón costera,Costera,2015-10-16,1.32,1.72,24
1117,Gijón costera,Costera,2015-10-17,1.9,2.32,24
1117,Gijón costera,Costera,2015-10-18,1.49,2.19,24
1117,Gijón costera,Costera,2015-10-19,2.04,2.53,24
1117,Gijón costera,Costera,2015-10-20,2.08,2.71,24
1117,Gijón costera,Costera,2015-10-21,1.05,1.43,24
1117,Gijón costera,Costera,2015-10-22,0.83,1.35,24
1117,Gijón costera,Costera,2015-10-23,1.94,2.35,24
1117,Gijón costera,Costera,2015-10-24,1.42,2.01,24
1117,Gijón costera,Costera,2015-10-25,1.74,2.28,24
1117,Gijón costera,Costera,2015-10-26,1.3,1.74,24
1117,Gijón costera,Costera,2015-10-27,1.96,2.52,24
1117,Gijón costera,Costera,2015-10-28,2.01,2.39,24
1117,Gijón costera,Costera,2015-10-29,1.35,1.73,24
1117,Gijón costera,Costera,2015-10-30,2.27,2.96,24
1117,Gijón costera,Costera,2015-10-31,1.76,2.13,24
1117,Gijón costera,Costera,2015-11-01,2.07,2.66,24
1117,Gijón costera,Costera,2015-11-02,1.87,2.35,24
1117,Gijón costera,Costera,2015-11-03,1.64,1.99,24
1117,Gijón costera,Costera,2015-11-04,1.42,1.94,24
1117,Gijón costera,Costera,2015-11-05,0.88,1.14,24
1117,Gijón costera,Costera,2015-11-06,0.84,1.11,24
1117,Gijón costera,Costera,2015-11-07,1.04,1.17,24
1117,Gijón costera,Costera,2015-11-08,0.96,1.17,24
1117,Gijón costera,Costera,2015-11-09,1.01,1.24,24
1117,Gijón costera,Costera,2015-11-10,1.55,1.79,24
1117,Gijón costera,Costera,2015-11-11,1.69,1.96,24
1117,Gijón costera,Costera,2015-11-12,2.06,2.36,24
1117,Gijón costera,Costera,2015-11-13,2.13,2.61,24
1117,Gijón costera,Costera,2015-11-14,2.18,2.47,24
1117,Gijón costera,Costera,2015-11-15,1.96,2.17,24
1117,Gijón costera,Costera,2015-11-16,1.89,2.25,24
1117,Gijón costera,Costera,2015-11-17,1.61,1.87,24
1117,Gijón costera,Costera,2015-11-18,1.93,2.14,24
1117,Gijón costera,Costera,2015-11-19,1.49,1.67,24
1117,Gijón costera,Costera,2015-11-20,2.22,2.81,24
1117,Gijón costera,Costera,2015-11-21,3.21,4.03,24
1117,Gijón costera,Costera,2015-11-22,2.84,3.49,24
1117,Gijón costera,Costera,2015-11-23,2.25,2.7,24
1117,Gijón costera,Costera,2015-11-24,1.65,2.09,24
1117,Gijón costera,Costera,2015-11-25,3.22,4.19,24
1117,Gijón costera,Costera,2015-11-26,2.82,3.37,24
1117,Gijón costera,Costera,2015-11-27,2.08,2.49,23
1117,Gijón costera,Costera,2015-11-28,3.04,3.72,24
1117,Gijón costera,Costera,2015-11-29,3.45,4.23,24
1117,Gijón costera,Costera,2015-11-30,3.34,4.11,24
1117,Gijón costera,Costera,2015-12-01,2.57,3.0,24
1117,Gijón costera,Costera,2015-12-02,1.78,2.29,24
1117,Gijón costera,Costera,2015-12-03,1.29,1.96,24
1117,Gijón costera,Costera,2015-12-04,1.69,2.36,24
1117,Gijón costera,Costera,2015-12-05,2.43,3.35,24
1117,Gijón costera,Costera,2015-12-06,3.19,3.8,24
1117,Gijón costera,Costera,2015-12-07,2.19,3.0,24
1117,Gijón costera,Costera,2015-12-08,1.47,1.88,24
1117,Gijón costera,Costera,2015-12-09,2.34,2.76,23
