codigo_boya,nombre_boya,tipo_boya,fecha,Hs_media_diaria_m,Hs_maxima_diaria_m,observaciones_diarias
1103,Bilbao costera,Costera,2011-09-08,1.82,2.08,24
1103,Bilbao costera,Costera,2011-09-09,1.29,1.54,24
1103,Bilbao costera,Costera,2011-09-10,1.04,1.38,24
1103,Bilbao costera,Costera,2011-09-11,1.66,2.12,24
1103,Bilbao costera,Costera,2011-09-12,2.02,2.35,24
1103,Bilbao costera,Costera,2011-09-13,2.04,2.5,24
1103,Bilbao costera,Costera,2011-09-14,1.76,2.16,24
1103,Bilbao costera,Costera,2011-09-15,1.51,1.82,24
1103,Bilbao costera,Costera,2011-09-16,1.03,1.31,24
1103,Bilbao costera,Costera,2011-09-17,1.39,2.09,24
1103,Bilbao costera,Costera,2011-09-18,2.69,3.17,24
1103,Bilbao costera,Costera,2011-09-19,2.46,2.93,24
1103,Bilbao costera,Costera,2011-09-20,1.41,2.07,24
1103,Bilbao costera,Costera,2011-09-21,1.52,1.92,24
1103,Bilbao costera,Costera,2011-09-22,2.0,2.4,24
1103,Bilbao costera,Costera,2011-09-23,1.83,2.23,24
1103,Bilbao costera,Costera,2011-09-24,1.19,1.52,24
1103,Bilbao costera,Costera,2011-09-25,1.22,1.68,24
1103,Bilbao costera,Costera,2011-09-26,1.02,1.25,24
1103,Bilbao costera,Costera,2011-09-27,0.94,1.15,24
1103,Bilbao costera,Costera,2011-09-28,0.72,1.01,24
1103,Bilbao costera,Costera,2011-09-29,0.47,0.74,24
1103,Bilbao costera,Costera,2011-09-30,0.83,1.06,24
1103,Bilbao costera,Costera,2011-10-01,0.55,0.73,24
1103,Bilbao costera,Costera,2011-10-02,0.43,0.56,24
1103,Bilbao costera,Costera,2011-10-03,0.42,0.51,24
1103,Bilbao costera,Costera,2011-10-04,0.51,0.76,24
1103,Bilbao costera,Costera,2011-10-05,1.38,1.86,24
1103,Bilbao costera,Costera,2011-10-06,1.53,1.92,24
1103,Bilbao costera,Costera,2011-10-07,2.41,3.4,24
1103,Bilbao costera,Costera,2011-10-08,2.42,3.11,24
1103,Bilbao costera,Costera,2011-10-09,1.36,1.72,24
1103,Bilbao costera,Costera,2011-10-10,0.85,1.02,24
1103,Bilbao costera,Costera,2011-10-11,1.22,1.35,24
1103,Bilbao costera,Costera,2011-10-12,1.21,1.43,24
1103,Bilbao costera,Costera,2011-10-13,1.02,1.2,24
1103,Bilbao costera,Costera,2011-10-14,0.79,0.94,24
1103,Bilbao costera,Costera,2011-10-15,0.59,0.71,24
1103,Bilbao costera,Costera,2011-10-16,1.29,2.14,24
1103,Bilbao costera,Costera,2011-10-17,2.02,2.53,24
1103,Bilbao costera,Costera,2011-10-18,2.44,2.82,24
1103,Bilbao costera,Costera,2011-10-19,2.08,2.41,24
1103,Bilbao costera,Costera,2011-10-20,1.6,1.96,24
1103,Bilbao costera,Costera,2011-10-21,1.02,1.28,24
1103,Bilbao costera,Costera,2011-10-22,0.5,0.78,23
1103,Bilbao costera,Costera,2011-10-23,0.48,0.61,24
1103,Bilbao costera,Costera,2011-10-24,1.26,2.3,24
1103,Bilbao costera,Costera,2011-10-25,2.0,2.24,24
1103,Bilbao costera,Costera,2011-10-26,1.38,2.13,24
1103,Bilbao costera,Costera,2011-10-27,1.03,2.09,24
1103,Bilbao costera,Costera,2011-10-28,2.72,3.46,24
1103,Bilbao costera,Costera,2011-10-29,1.05,1.8,24
1103,Bilbao costera,Costera,2011-10-30,1.46,1.98,24
1103,Bilbao costera,Costera,2011-10-31,1.65,1.98,24
1103,Bilbao costera,Costera,2011-11-01,2.08,2.64,24
1103,Bilbao costera,Costera,2011-11-02,1.27,2.08,24
1103,Bilbao costera,Costera,2011-11-03,0.94,1.29,24
1103,Bilbao costera,Costera,2011-11-04,1.31,1.58,24
1103,Bilbao costera,Costera,2011-11-05,2.47,4.0,24
1103,Bilbao costera,Costera,2011-11-06,3.43,4.01,24
1103,Bilbao costera,Costera,2011-11-07,1.86,2.59,24
1103,Bilbao costera,Costera,2011-11-08,0.77,1.12,24
1103,Bilbao costera,Costera,2011-11-09,0.83,1.17,24
1103,Bilbao costera,Costera,2011-11-10,1.33,1.95,24
1103,Bilbao costera,Costera,2011-11-11,0.91,1.26,24
1103,Bilbao costera,Costera,2011-11-12,1.2,1.63,24
1103,Bilbao costera,Costera,2011-11-13,1.12,1.65,24
1103,Bilbao costera,Costera,2011-11-14,0.9,1.22,24
1103,Bilbao costera,Costera,2011-11-15,0.66,0.79,24
1103,Bilbao costera,Costera,2011-11-16,0.94,1.51,24
1103,Bilbao costera,Costera,2011-11-17,1.47,1.73,24
1103,Bilbao costera,Costera,2011-11-18,1.37,1.87,24
1103,Bilbao costera,Costera,2011-11-19,1.27,1.69,24
1103,Bilbao costera,Costera,2011-11-20,1.41,1.74,24
1103,Bilbao costera,Costera,2011-11-21,1.06,1.26,24
1103,Bilbao costera,Costera,2011-11-22,1.68,2.56,24
1103,Bilbao costera,Costera,2011-11-23,2.12,2.66,24
1103,Bilbao costera,Costera,2011-11-24,1.72,2.14,24
1103,Bilbao costera,Costera,2011-11-25,1.52,1.74,24
1103,Bilbao costera,Costera,2011-11-26,1.72,2.3,24
1103,Bilbao costera,Costera,2011-11-27,1.58,1.91,24
1103,Bilbao costera,Costera,2011-11-28,1.81,2.23,24
1103,Bilbao costera,Costera,2011-11-29,1.29,1.65,24
1103,Bilbao costera,Costera,2011-11-30,1.87,2.18,24
1103,Bilbao costera,Costera,2011-12-01,2.09,2.33,24
1103,Bilbao costera,Costera,2011-12-02,1.97,2.43,24
1103,Bilbao costera,Costera,2011-12-03,2.1,2.74,24
1103,Bilbao costera,Costera,2011-12-04,3.06,3.51,24
1103,Bilbao costera,Costera,2011-12-05,2.67,3.44,24
1103,Bilbao costera,Costera,2011-12-06,2.95,3.52,24
1103,Bilbao costera,Costera,2011-12-07,2.84,3.25,24
1103,Bilbao costera,Costera,2011-12-08,2.69,3.06,24
1103,Bilbao costera,Costera,2011-12-09,2.61,3.45,24
1103,Bilbao costera,Costera,2011-12-10,2.24,2.66,24
1103,Bilbao costera,Costera,2011-12-11,1.66,1.97,24
1103,Bilbao costera,Costera,2011-12-12,3.64,5.01,24
1103,Bilbao costera,Costera,2011-12-13,3.68,4.34,24
1103,Bilbao costera,Costera,2011-12-14,4.6,5.67,24
1103,Bilbao costera,Costera,2011-12-15,4.58,5.14,24
1103,Bilbao costera,Costera,2011-12-16,4.57,5.68,24
1103,Bilbao costera,Costera,2011-12-17,4.01,4.81,24
1103,Bilbao costera,Costera,2011-12-18,2.67,3.57,24
1103,Bilbao costera,Costera,2011-12-19,1.84,2.12,24
1103,Bilbao costera,Costera,2011-12-20,2.21,2.87,24
1103,Bilbao costera,Costera,2011-12-21,1.92,2.36,24
1103,Bilbao costera,Costera,2011-12-22,1.7,2.01,24
